12,517,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolates,Pop,D13,D13,D13,D13,G11,G11,G11,G11,Pi04,Pi04,Pi04,Pi04,Pi4B,Pi4B,Pi4B,Pi4B,Pi63,Pi63,Pi63,Pi63,Pi70,Pi70,Pi70,Pi70,SSR11,SSR11,SSR11,SSR11,SSR2,SSR2,SSR2,SSR2,SSR3,SSR3,SSR3,SSR3,SSR4,SSR4,SSR4,SSR4,SSR6,SSR6,SSR6,SSR6,SSR8,SSR8,SSR8,SSR8
J407,Michoacan_2001/2010,110,110,0,0,134,134,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,258,266,0,0,285,291,0,0,242,244,0,0,264,264,0,0
J507,Michoacan_2001/2010,110,110,0,0,134,134,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,258,266,0,0,285,291,0,0,242,244,0,0,264,264,0,0
J604,Michoacan_2001/2010,108,108,0,0,156,156,0,0,168,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,266,0,0,305,305,0,0,242,242,0,0,264,264,0,0
J707,Michoacan_2001/2010,108,108,0,0,156,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,266,0,0,283,303,0,0,242,242,0,0,264,264,0,0
J807,Michoacan_2001/2010,108,108,0,0,156,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,266,0,0,283,303,0,0,242,242,0,0,264,264,0,0
10H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
11F,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
11H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,291,291,0,0,236,236,0,0,260,264,0,0
12F,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
12H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
13F,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
13H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
14H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
1T,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
2H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
3H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
4H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
5H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
9H,Michoacan_2001/2010,108,108,0,0,134,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,291,0,0,236,236,0,0,260,264,0,0
Mich7002,Michoacan_2001/2010,110,110,0,0,0,0,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,268,270,0,0,285,305,0,0,242,244,0,0,264,264,0,0
Mich7005,Michoacan_2001/2010,144,228,230,0,148,148,0,0,168,168,0,0,213,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,268,268,0,0,285,291,0,0,244,244,0,0,264,266,0,0
Mich7006,Michoacan_2001/2010,108,136,0,0,156,156,0,0,166,170,0,0,205,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,266,270,0,0,285,297,0,0,242,242,0,0,260,264,0,0
Mich7007,Michoacan_2001/2010,108,142,0,0,156,156,0,0,166,170,0,0,205,205,0,0,279,279,0,0,192,192,0,0,331,356,0,0,173,173,0,0,266,266,0,0,285,297,0,0,236,244,0,0,260,260,0,0
Mich7008,Michoacan_2001/2010,108,228,230,0,156,164,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,175,0,0,266,268,0,0,285,285,0,0,242,244,0,0,264,264,0,0
Mich7012,Michoacan_2001/2010,110,110,0,0,156,156,0,0,168,168,0,0,213,217,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,266,268,0,0,295,297,0,0,236,244,0,0,266,266,0,0
Mich7014,Michoacan_2001/2010,146,146,0,0,202,202,0,0,168,168,0,0,213,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,264,268,0,0,291,295,0,0,242,242,0,0,260,266,0,0
Mich7018,Michoacan_2001/2010,108,110,0,0,0,0,0,0,166,170,0,0,217,225,0,0,273,279,0,0,192,192,0,0,341,341,0,0,173,175,0,0,266,268,0,0,293,293,0,0,244,244,0,0,260,266,0,0
Mich7019,Michoacan_2001/2010,110,110,0,0,170,170,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,270,270,0,0,305,305,0,0,242,244,0,0,264,264,0,0
Mich7020,Michoacan_2001/2010,110,110,0,0,0,0,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,268,270,0,0,285,305,0,0,242,244,0,0,264,264,0,0
Mich7022,Michoacan_2001/2010,110,110,0,0,0,0,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,268,270,0,0,285,305,0,0,242,244,0,0,264,264,0,0
Mich7023,Michoacan_2001/2010,110,110,0,0,0,0,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,268,270,0,0,285,305,0,0,242,244,0,0,264,264,0,0
Mich7024,Michoacan_2001/2010,110,110,0,0,0,0,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,268,270,0,0,285,305,0,0,242,244,0,0,264,264,0,0
Mich7027,Michoacan_2001/2010,110,110,0,0,0,0,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,268,270,0,0,285,305,0,0,242,244,0,0,264,264,0,0
Mich7028,Michoacan_2001/2010,108,110,0,0,0,0,0,0,166,166,0,0,213,213,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,173,0,0,266,266,0,0,285,295,0,0,242,244,0,0,260,266,0,0
Mich7029,Michoacan_2001/2010,108,108,0,0,164,164,0,0,168,168,0,0,213,213,0,0,273,273,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,291,291,0,0,244,244,0,0,260,266,0,0
Mich7030,Michoacan_2001/2010,108,108,0,0,154,154,0,0,166,170,0,0,205,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,258,266,0,0,285,291,0,0,242,242,0,0,260,264,0,0
Mich7033,Michoacan_2001/2010,110,110,0,0,0,0,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,268,270,0,0,285,285,0,0,242,244,0,0,264,264,0,0
Mich7034,Michoacan_2001/2010,136,228,230,0,154,164,0,0,166,170,0,0,205,205,0,0,279,279,0,0,189,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,303,0,0,242,244,0,0,260,260,0,0
Mich7035,Michoacan_2001/2010,108,108,0,0,156,156,0,0,166,170,0,0,217,225,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,301,0,0,244,244,0,0,260,260,0,0
Mich7038,Michoacan_2001/2010,0,0,0,0,156,156,0,0,168,168,0,0,213,217,0,0,273,279,0,0,189,192,0,0,341,356,0,0,175,175,0,0,268,268,0,0,285,291,0,0,242,244,0,0,260,266,0,0
Mich7039,Michoacan_2001/2010,144,144,0,0,164,164,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,258,258,0,0,285,291,0,0,242,242,0,0,260,266,0,0
Mich7041,Michoacan_2001/2010,110,110,0,0,156,164,0,0,168,168,0,0,215,215,0,0,273,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,264,264,0,0,289,305,0,0,242,242,0,0,260,264,0,0
Mich7043,Michoacan_2001/2010,228,230,0,0,164,202,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,268,268,0,0,285,285,0,0,246,246,0,0,260,264,0,0
Mich7045,Michoacan_2001/2010,110,110,0,0,156,156,0,0,166,170,0,0,217,217,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,268,0,0,285,301,0,0,244,244,0,0,264,264,0,0
Mich7047,Michoacan_2001/2010,228,230,0,0,156,156,0,0,166,166,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,268,268,0,0,285,305,0,0,242,242,0,0,264,266,0,0
Mich7054,Michoacan_2001/2010,0,0,0,0,0,0,0,0,166,170,0,0,205,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,268,0,0,293,293,0,0,236,242,0,0,264,266,0,0
Mich7055,Michoacan_2001/2010,110,110,0,0,156,156,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,266,268,0,0,285,307,0,0,236,244,0,0,264,264,0,0
Mich7056,Michoacan_2001/2010,108,228,230,0,160,164,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,285,291,0,0,242,242,0,0,264,264,0,0
Mich7057,Michoacan_2001/2010,108,110,0,0,156,164,0,0,166,166,0,0,217,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,173,0,0,258,266,0,0,285,291,0,0,244,244,0,0,260,260,0,0
Mich7058,Michoacan_2001/2010,108,110,0,0,156,162,0,0,166,166,0,0,217,217,0,0,279,279,0,0,189,192,0,0,356,356,0,0,173,173,0,0,258,266,0,0,285,291,0,0,244,244,0,0,260,260,0,0
Mich7059,Michoacan_2001/2010,110,110,0,0,156,164,0,0,166,170,0,0,205,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,270,0,0,285,291,0,0,244,244,0,0,260,264,0,0
Mich7060,Michoacan_2001/2010,108,140,0,0,154,156,0,0,168,168,0,0,205,215,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,258,264,0,0,285,285,0,0,244,244,0,0,264,264,0,0
Mich7061,Michoacan_2001/2010,108,228,230,0,164,164,0,0,166,170,0,0,213,217,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,266,268,0,0,285,285,0,0,242,244,0,0,264,266,0,0
Mich7062,Michoacan_2001/2010,108,108,0,0,156,156,0,0,168,168,0,0,217,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,266,0,0,291,291,0,0,244,244,0,0,264,264,0,0
Mich7063,Michoacan_2001/2010,108,108,0,0,156,156,0,0,168,168,0,0,217,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,266,0,0,291,291,0,0,244,244,0,0,264,264,0,0
Mich7068,Michoacan_2001/2010,110,110,0,0,156,156,0,0,166,170,0,0,205,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,268,268,0,0,285,293,0,0,244,244,0,0,260,264,0,0
Mich7071,Michoacan_2001/2010,110,110,0,0,156,156,0,0,166,170,0,0,205,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,268,268,0,0,285,293,0,0,244,244,0,0,260,264,0,0
Mich7072,Michoacan_2001/2010,108,110,0,0,202,202,0,0,166,170,0,0,213,217,0,0,273,273,0,0,192,192,0,0,356,356,0,0,173,175,0,0,264,268,0,0,291,295,0,0,236,244,0,0,260,264,0,0
Mich7075,Michoacan_2001/2010,110,110,0,0,156,156,0,0,166,170,0,0,205,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,268,268,0,0,285,293,0,0,244,244,0,0,260,264,0,0
Mich7077,Michoacan_2001/2010,110,110,0,0,162,162,0,0,168,168,0,0,213,217,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,268,268,0,0,285,291,0,0,242,244,0,0,260,266,0,0
Mich7078,Michoacan_2001/2010,110,142,0,0,0,0,0,0,166,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,175,175,0,0,268,268,0,0,285,285,0,0,236,236,0,0,260,260,0,0
Mich7079,Michoacan_2001/2010,142,144,0,0,0,0,0,0,166,170,0,0,209,217,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,264,266,0,0,285,301,0,0,242,244,0,0,260,264,0,0
Mich7081,Michoacan_2001/2010,108,108,0,0,0,0,0,0,168,168,0,0,205,213,0,0,273,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,268,268,0,0,289,295,0,0,236,242,0,0,266,266,0,0
Mich7082,Michoacan_2001/2010,110,110,0,0,156,156,0,0,166,170,0,0,205,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,268,268,0,0,285,293,0,0,244,244,0,0,260,264,0,0
Mich7084,Michoacan_2001/2010,110,110,0,0,162,162,0,0,168,168,0,0,213,217,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,268,268,0,0,285,291,0,0,242,244,0,0,260,266,0,0
Mich7088,Michoacan_2001/2010,108,110,0,0,0,0,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,242,244,0,0,264,266,0,0
Mich7089,Michoacan_2001/2010,108,108,0,0,134,134,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,285,285,0,0,236,242,0,0,260,264,0,0
Mich7094,Michoacan_2001/2010,142,144,0,0,0,0,0,0,166,170,0,0,209,217,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,264,266,0,0,285,301,0,0,242,244,0,0,260,264,0,0
Mich7095,Michoacan_2001/2010,228,230,0,0,154,202,0,0,166,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,268,268,0,0,291,297,0,0,242,244,0,0,260,264,0,0
PA-37,Michoacan_2001/2010,108,108,0,0,0,0,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,341,0,0,173,175,0,0,268,268,0,0,289,309,0,0,244,244,0,0,260,264,0,0
PA-5,Michoacan_2001/2010,228,230,0,0,156,164,0,0,166,170,0,0,205,205,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,270,0,0,289,311,0,0,244,244,0,0,260,266,0,0
T50,Tlaxcala_2007,168,168,0,0,156,206,0,0,170,170,0,0,213,217,0,0,270,279,0,0,189,192,0,0,356,356,0,0,173,175,0,0,256,266,0,0,289,295,0,0,244,244,0,0,260,260,0,0
T81,Tlaxcala_2007,0,0,0,0,162,216,0,0,166,166,0,0,209,213,217,0,270,279,0,0,189,192,0,0,341,341,0,0,173,177,0,0,264,268,0,0,291,291,0,0,244,244,0,0,260,264,0,0
Tlax701,Tlaxcala_2007,190,190,0,0,162,162,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,270,0,0,291,297,0,0,244,250,0,0,260,260,0,0
Tlax702,Tlaxcala_2007,122,122,0,0,0,0,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,268,0,0,289,291,0,0,244,244,0,0,264,264,0,0
Tlax703,Tlaxcala_2007,180,182,0,0,154,162,0,0,170,170,0,0,213,217,0,0,273,279,0,0,192,192,0,0,341,341,0,0,173,177,0,0,266,266,0,0,289,289,0,0,244,244,0,0,260,266,0,0
Tlax704,Tlaxcala_2007,190,190,0,0,162,162,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,270,270,0,0,291,297,0,0,244,250,0,0,260,260,0,0
Tlax705,Tlaxcala_2007,112,136,0,0,206,206,0,0,170,170,0,0,213,217,223,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,262,268,0,0,291,291,0,0,244,244,0,0,266,266,0,0
Tlax706,Tlaxcala_2007,122,122,0,0,0,0,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,268,0,0,289,291,0,0,244,244,0,0,264,264,0,0
Tlax707,Tlaxcala_2007,122,122,0,0,0,0,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,268,0,0,289,291,0,0,244,244,0,0,264,264,0,0
Tlax708,Tlaxcala_2007,0,0,0,0,154,166,0,0,170,170,0,0,209,223,0,0,273,279,0,0,192,192,0,0,341,356,0,0,175,175,0,0,256,268,0,0,291,295,0,0,244,250,0,0,264,264,0,0
Tlax709,Tlaxcala_2007,190,190,0,0,162,162,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,270,0,0,291,297,0,0,244,250,0,0,260,260,0,0
Tlax710,Tlaxcala_2007,172,172,0,0,162,162,0,0,170,170,0,0,213,213,0,0,273,279,0,0,189,192,0,0,356,356,0,0,173,177,0,0,268,270,0,0,289,289,0,0,244,244,0,0,260,272,0,0
Tlax712,Tlaxcala_2007,190,190,0,0,162,162,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,270,270,0,0,291,297,0,0,244,250,0,0,260,260,0,0
Tlax713,Tlaxcala_2007,136,136,0,0,162,162,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,341,0,0,175,175,0,0,262,266,0,0,291,291,0,0,244,244,0,0,266,266,0,0
Tlax714,Tlaxcala_2007,180,182,0,0,154,162,0,0,170,170,0,0,213,217,0,0,273,279,0,0,192,192,0,0,341,341,0,0,173,177,0,0,256,266,0,0,289,289,0,0,244,244,0,0,260,266,0,0
Tlax715,Tlaxcala_2007,0,0,0,0,160,160,0,0,170,170,0,0,213,213,0,0,279,279,0,0,189,192,0,0,341,341,0,0,173,173,0,0,262,270,0,0,289,293,0,0,244,244,0,0,260,264,0,0
Tlax716,Tlaxcala_2007,0,0,0,0,156,156,0,0,166,170,0,0,213,213,0,0,273,279,0,0,189,192,0,0,356,356,0,0,173,177,0,0,262,270,0,0,291,291,0,0,244,244,0,0,266,272,0,0
Tlax717,Tlaxcala_2007,0,0,0,0,154,154,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,291,295,0,0,244,244,0,0,266,266,0,0
Tlax718,Tlaxcala_2007,144,144,0,0,156,162,0,0,170,170,0,0,209,209,0,0,270,279,0,0,189,192,0,0,341,341,0,0,173,173,0,0,268,268,0,0,289,293,0,0,244,244,0,0,260,264,0,0
Tlax719,Tlaxcala_2007,0,0,0,0,154,154,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,291,295,0,0,244,244,0,0,266,266,0,0
Tlax722,Tlaxcala_2007,140,140,0,0,156,156,0,0,170,170,0,0,209,209,0,0,270,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,258,268,0,0,299,299,0,0,244,250,0,0,260,264,0,0
Tlax723,Tlaxcala_2007,176,178,0,0,206,206,0,0,170,170,0,0,213,213,0,0,270,270,0,0,189,192,0,0,341,346,0,0,177,177,0,0,262,262,0,0,289,291,0,0,244,244,0,0,260,260,0,0
Tlax724,Tlaxcala_2007,176,178,190,0,156,156,0,0,170,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,291,0,0,244,244,0,0,264,266,0,0
Tlax725,Tlaxcala_2007,144,144,0,0,162,212,0,0,166,166,0,0,213,213,0,0,270,273,0,0,192,192,0,0,341,356,0,0,173,177,0,0,268,270,0,0,289,291,0,0,242,244,0,0,260,266,0,0
Tlax726,Tlaxcala_2007,122,122,0,0,0,0,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,268,0,0,289,291,0,0,244,244,0,0,264,264,0,0
Tlax728,Tlaxcala_2007,140,140,0,0,164,164,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,341,0,0,175,177,0,0,256,268,0,0,291,291,0,0,242,244,0,0,260,266,0,0
Tlax729,Tlaxcala_2007,176,178,0,0,162,162,0,0,166,170,0,0,209,213,0,0,273,279,0,0,192,192,0,0,341,346,0,0,173,173,0,0,268,270,0,0,289,295,0,0,244,244,0,0,266,266,0,0
Tlax730,Tlaxcala_2007,0,0,0,0,156,222,0,0,166,170,0,0,213,213,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,268,270,0,0,293,297,0,0,244,244,0,0,266,266,0,0
Tlax731,Tlaxcala_2007,144,144,0,0,156,156,0,0,168,168,0,0,209,213,0,0,273,273,0,0,189,192,0,0,346,356,0,0,173,173,0,0,268,270,0,0,293,293,0,0,242,244,0,0,266,272,0,0
Tlax732,Tlaxcala_2007,136,174,176,0,160,160,0,0,166,170,0,0,213,213,0,0,273,279,0,0,189,189,0,0,341,341,0,0,173,173,0,0,258,268,0,0,295,295,0,0,240,244,0,0,264,266,0,0
Tlax733,Tlaxcala_2007,0,0,0,0,154,160,0,0,170,170,0,0,209,217,0,0,279,279,0,0,192,192,0,0,341,346,0,0,173,173,0,0,266,268,0,0,289,291,0,0,244,244,0,0,260,266,0,0
Tlax735,Tlaxcala_2007,0,0,0,0,154,206,0,0,166,170,0,0,209,213,0,0,270,279,0,0,189,192,0,0,341,341,0,0,173,175,0,0,270,270,0,0,289,295,0,0,244,244,0,0,264,264,0,0
Tlax736,Tlaxcala_2007,0,0,0,0,154,160,0,0,170,170,0,0,209,217,0,0,279,279,0,0,192,192,0,0,341,346,0,0,173,173,0,0,266,268,0,0,289,291,0,0,244,244,0,0,260,266,0,0
Tlax737,Tlaxcala_2007,176,178,0,0,156,160,0,0,166,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,270,0,0,295,309,0,0,244,250,0,0,260,260,0,0
Tlax738,Tlaxcala_2007,136,178,0,0,156,156,0,0,166,170,0,0,209,209,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,258,264,0,0,289,293,0,0,242,250,0,0,260,266,0,0
Tlax739,Tlaxcala_2007,140,140,0,0,154,154,0,0,168,168,0,0,213,217,0,0,270,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,258,268,0,0,289,291,0,0,244,244,0,0,260,266,0,0
Tlax740,Tlaxcala_2007,136,176,178,0,154,162,0,0,168,168,0,0,209,213,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,262,268,0,0,291,295,0,0,244,244,0,0,266,266,0,0
Tlax741,Tlaxcala_2007,144,144,0,0,0,0,0,0,170,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,258,270,0,0,291,291,0,0,244,244,0,0,260,266,0,0
Tlax742,Tlaxcala_2007,0,0,0,0,154,154,0,0,170,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,270,270,0,0,291,291,0,0,244,244,0,0,260,266,0,0
Tlax743,Tlaxcala_2007,0,0,0,0,156,162,0,0,166,170,0,0,209,209,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,175,0,0,262,266,0,0,291,293,0,0,244,244,0,0,260,264,0,0
Tlax744,Tlaxcala_2007,0,0,0,0,160,162,0,0,168,168,0,0,209,217,0,0,270,279,0,0,189,192,0,0,341,346,0,0,175,177,0,0,268,268,0,0,291,295,0,0,244,244,0,0,260,260,0,0
Tlax745,Tlaxcala_2007,136,140,0,0,0,0,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,266,268,0,0,289,291,0,0,242,244,0,0,260,264,0,0
Tlax746,Tlaxcala_2007,0,0,0,0,160,162,0,0,168,168,0,0,209,217,0,0,270,279,0,0,189,192,0,0,341,346,0,0,175,175,0,0,258,268,0,0,291,295,0,0,244,244,0,0,260,260,0,0
Tlax747,Tlaxcala_2007,0,0,0,0,162,206,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,331,356,0,0,173,175,0,0,268,268,0,0,289,295,0,0,244,244,0,0,260,266,0,0
Tlax748,Tlaxcala_2007,140,144,0,0,156,156,0,0,170,170,0,0,209,209,0,0,273,279,0,0,192,192,0,0,341,341,0,0,175,175,0,0,266,268,0,0,289,313,0,0,244,244,0,0,266,266,0,0
Tlax749,Tlaxcala_2007,176,178,0,0,154,154,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,258,266,0,0,291,291,0,0,244,244,0,0,260,266,0,0
Tlax751,Tlaxcala_2007,0,0,0,0,130,206,0,0,166,170,0,0,209,217,0,0,279,279,0,0,189,192,0,0,341,346,0,0,173,175,0,0,256,268,0,0,289,291,0,0,244,250,0,0,266,266,0,0
Tlax753,Tlaxcala_2007,172,174,0,0,0,0,0,0,166,170,0,0,209,223,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,256,268,0,0,291,291,0,0,244,244,0,0,264,266,0,0
Tlax755,Tlaxcala_2007,0,0,0,0,0,0,0,0,170,170,0,0,209,217,0,0,270,270,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,266,0,0,289,299,0,0,244,244,0,0,260,264,0,0
