12,517,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolates,Pop,D13,D13,D13,D13,G11,G11,G11,G11,Pi04,Pi04,Pi04,Pi04,Pi4B,Pi4B,Pi4B,Pi4B,Pi63,Pi63,Pi63,Pi63,Pi70,Pi70,Pi70,Pi70,SSR11,SSR11,SSR11,SSR11,SSR2,SSR2,SSR2,SSR2,SSR3,SSR3,SSR3,SSR3,SSR4,SSR4,SSR4,SSR4,SSR6,SSR6,SSR6,SSR6,SSR8,SSR8,SSR8,SSR8
SGF89,San Gerónimo_2015,174,176,0,0,138,138,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,264,268,0,0,289,291,0,0,240,244,0,0,266,266,0,0
SGF93,San Gerónimo_2015,140,140,0,0,156,206,0,0,170,170,0,0,213,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,175,177,0,0,268,268,0,0,295,295,0,0,244,244,0,0,260,272,0,0
SGF94,San Gerónimo_2015,140,140,0,0,142,142,0,0,166,170,0,0,209,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,173,175,0,0,262,266,268,0,289,293,0,0,244,250,0,0,260,266,272,0
SGF74,San Gerónimo_2015,140,140,0,0,152,152,0,0,166,170,0,0,209,223,0,0,273,279,0,0,189,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,299,299,0,0,242,244,0,0,260,266,272,0
SGF92,San Gerónimo_2015,140,140,0,0,210,210,0,0,170,170,0,0,213,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,285,295,0,0,242,244,0,0,264,266,0,0
SGF13,San Gerónimo_2015,136,140,0,0,152,164,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,258,266,0,0,289,291,0,0,244,244,0,0,260,266,0,0
SGF14,San Gerónimo_2015,140,140,0,0,156,206,0,0,170,170,0,0,213,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,175,177,0,0,268,268,0,0,295,295,0,0,244,244,0,0,260,272,0,0
SGF16,San Gerónimo_2015,140,140,0,0,156,206,0,0,170,170,0,0,213,213,0,0,270,270,0,0,192,192,0,0,341,356,0,0,175,177,0,0,268,268,0,0,295,295,0,0,244,244,0,0,260,272,0,0
SGF25,San Gerónimo_2015,140,140,0,0,142,142,0,0,166,170,0,0,209,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,173,175,0,0,262,266,268,0,289,293,0,0,244,250,0,0,260,266,272,0
SGF3,San Gerónimo_2015,140,140,0,0,142,142,0,0,166,170,0,0,213,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,173,175,0,0,262,266,268,0,289,293,0,0,244,250,0,0,260,266,272,0
SGF34,San Gerónimo_2015,136,140,0,0,152,156,164,206,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,258,266,0,0,289,291,0,0,244,244,0,0,260,266,0,0
SGF36,San Gerónimo_2015,140,140,0,0,206,206,0,0,170,170,0,0,209,217,0,0,270,273,0,0,0,0,0,0,341,341,0,0,173,175,0,0,266,268,0,0,291,293,0,0,244,244,0,0,266,266,0,0
SGF43,San Gerónimo_2015,136,140,178,180,156,200,206,0,166,170,0,0,213,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,173,175,177,0,258,268,0,0,291,295,0,0,244,244,0,0,260,266,272,0
SGF45,San Gerónimo_2015,140,140,0,0,156,206,0,0,170,170,0,0,213,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,175,177,0,0,268,268,0,0,295,295,0,0,244,244,0,0,260,272,0,0
SGF46,San Gerónimo_2015,136,140,0,0,152,156,164,206,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,175,177,0,258,266,268,0,289,291,295,0,244,244,0,0,260,266,272,0
SGF53,San Gerónimo_2015,140,176,0,0,156,200,206,0,166,170,0,0,213,213,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,258,266,268,0,289,291,0,0,244,244,0,0,260,264,272,0
T11,Toluca_2015,112,136,0,0,156,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,295,0,0,244,244,0,0,260,266,0,0
T12,Toluca_2015,168,0,0,0,156,208,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,258,266,0,0,289,291,0,0,240,244,0,0,260,264,0,0
T13,Toluca_2015,0,0,0,0,160,206,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,268,268,0,0,285,289,0,0,244,244,0,0,260,260,0,0
T17,Toluca_2015,0,0,0,0,160,206,0,0,170,170,0,0,217,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,268,268,0,0,291,295,0,0,244,244,0,0,266,266,0,0
T18,Toluca_2015,136,0,0,0,164,206,0,0,166,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,291,0,0,244,244,0,0,260,260,0,0
T2,Toluca_2015,0,0,0,0,160,206,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,268,268,0,0,285,289,0,0,244,244,0,0,260,260,0,0
T20,Toluca_2015,110,142,0,0,162,206,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,264,266,0,0,289,295,0,0,242,244,0,0,266,266,0,0
T21,Toluca_2015,170,172,0,0,156,206,0,0,166,170,0,0,217,221,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,266,270,0,0,289,303,0,0,244,244,0,0,260,266,0,0
T22,Toluca_2015,136,0,0,0,164,206,0,0,166,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,291,0,0,244,244,0,0,260,260,0,0
T23,Toluca_2015,174,176,0,0,160,206,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,291,0,0,244,244,0,0,260,266,0,0
T24,Toluca_2015,140,0,0,0,156,160,0,0,170,170,0,0,209,217,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,272,0,0,289,295,0,0,244,244,0,0,266,266,0,0
T25,Toluca_2015,110,0,0,0,160,212,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,268,0,0,289,295,0,0,244,244,0,0,260,266,0,0
T26,Toluca_2015,112,0,0,0,156,156,0,0,168,168,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,293,295,0,0,244,244,0,0,260,266,0,0
T27,Toluca_2015,0,0,0,0,160,206,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,268,268,0,0,285,289,0,0,244,244,0,0,260,260,0,0
T3,Toluca_2015,0,0,0,0,164,208,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,266,268,0,0,289,293,0,0,244,244,0,0,260,266,0,0
T4,Toluca_2015,0,0,0,0,160,206,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,268,268,0,0,285,289,0,0,244,244,0,0,260,260,0,0
T5,Toluca_2015,136,0,0,0,164,206,0,0,166,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,291,0,0,244,244,0,0,260,260,0,0
T7,Toluca_2015,170,172,0,0,204,206,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,266,0,0,295,295,0,0,244,244,0,0,260,266,0,0
T8,Toluca_2015,136,168,0,0,164,206,0,0,166,166,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,268,0,0,289,293,0,0,240,244,0,0,260,266,0,0
T9,Toluca_2015,110,0,0,0,160,212,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,268,0,0,289,295,0,0,244,244,0,0,260,266,0,0
T10,Toluca_2015,136,136,0,0,156,208,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,295,0,0,242,252,0,0,266,266,0,0
T14,Toluca_2015,136,136,0,0,164,206,0,0,166,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,291,0,0,244,244,0,0,260,260,0,0
T62,Toluca_2015,174,176,0,0,162,206,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,189,0,0,341,341,0,0,173,175,0,0,266,266,0,0,295,295,0,0,244,244,0,0,260,266,272,0
TF1,Tlaxcala_2015,140,0,0,0,154,162,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,264,270,0,0,291,293,0,0,244,244,0,0,264,266,0,0
TF2,Tlaxcala_2015,136,158,0,0,156,156,0,0,170,170,0,0,209,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,264,266,0,0,289,291,0,0,244,244,0,0,260,266,0,0
TF3,Tlaxcala_2015,140,0,0,0,154,162,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,264,270,0,0,291,293,0,0,244,244,0,0,264,266,0,0
TG11,Tlaxcala_2015,140,142,0,0,154,162,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,264,270,0,0,291,293,0,0,244,244,0,0,264,266,0,0
TG18,Tlaxcala_2015,174,176,0,0,162,206,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,189,0,0,341,341,0,0,173,175,0,0,266,266,0,0,295,295,0,0,244,244,0,0,260,266,272,0
TL1,Tlaxcala_2015,122,0,0,0,160,160,0,0,170,170,0,0,213,213,0,0,273,279,0,0,189,189,0,0,341,346,0,0,175,177,0,0,266,268,0,0,289,291,0,0,244,244,0,0,260,264,0,0
TL10,Tlaxcala_2015,0,0,0,0,164,206,0,0,170,170,0,0,209,213,0,0,279,279,0,0,189,192,0,0,341,341,0,0,173,175,0,0,264,270,0,0,293,297,0,0,242,244,0,0,260,260,0,0
TL11,Tlaxcala_2015,140,172,174,0,154,162,0,0,166,170,0,0,209,225,0,0,273,279,0,0,189,192,0,0,341,341,0,0,173,177,0,0,266,270,0,0,289,293,0,0,244,244,0,0,260,266,0,0
TL13,Tlaxcala_2015,190,0,0,0,154,154,0,0,166,170,0,0,213,213,0,0,270,270,0,0,192,192,0,0,341,341,0,0,173,173,0,0,264,268,0,0,289,291,0,0,244,244,0,0,260,266,0,0
TL14,Tlaxcala_2015,0,0,0,0,156,156,0,0,166,170,0,0,213,225,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,268,268,0,0,285,291,0,0,244,244,0,0,264,266,0,0
TL15,Tlaxcala_2015,0,0,0,0,160,160,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,177,0,0,266,270,0,0,285,285,0,0,244,244,0,0,260,266,272,0
TL16,Tlaxcala_2015,0,0,0,0,160,160,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,177,0,0,266,270,0,0,285,285,0,0,244,244,0,0,260,266,272,0
TL2,Tlaxcala_2015,122,0,0,0,160,160,0,0,170,170,0,0,213,213,0,0,273,279,0,0,189,189,0,0,341,346,0,0,175,177,0,0,266,268,0,0,289,291,0,0,244,244,0,0,260,264,0,0
TL3,Tlaxcala_2015,174,176,0,0,160,160,0,0,166,170,0,0,209,209,0,0,273,279,0,0,189,192,0,0,341,356,0,0,173,177,0,0,264,266,0,0,291,297,0,0,244,244,0,0,260,266,0,0
TL4,Tlaxcala_2015,136,0,0,0,164,164,0,0,166,170,0,0,209,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,268,0,0,289,291,0,0,244,244,0,0,260,266,0,0
TL5,Tlaxcala_2015,140,172,174,0,154,162,0,0,166,170,0,0,209,225,0,0,273,279,0,0,189,192,0,0,341,341,0,0,173,177,0,0,266,270,0,0,289,293,0,0,244,244,0,0,260,266,0,0
TL6,Tlaxcala_2015,174,176,0,0,154,154,0,0,170,170,0,0,213,217,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,268,268,0,0,289,293,0,0,244,244,0,0,260,266,0,0
TL7,Tlaxcala_2015,140,172,174,0,154,162,0,0,166,170,0,0,209,225,0,0,273,279,0,0,189,192,0,0,341,341,0,0,173,177,0,0,266,270,0,0,289,293,0,0,244,244,0,0,260,266,0,0
TL8,Tlaxcala_2015,140,172,174,0,154,162,0,0,166,170,0,0,209,225,0,0,273,279,0,0,189,192,0,0,341,341,0,0,173,177,0,0,266,270,0,0,289,293,0,0,244,244,0,0,260,266,0,0
TL9,Tlaxcala_2015,174,176,0,0,160,160,0,0,166,170,0,0,209,209,0,0,273,279,0,0,189,192,0,0,341,356,0,0,173,177,0,0,264,266,0,0,291,297,0,0,244,244,0,0,260,266,0,0
TT22,Tlaxcala_2015,174,176,0,0,148,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,189,189,0,0,341,356,0,0,173,173,0,0,264,268,0,0,289,295,0,0,244,244,0,0,264,266,0,0
TF4,Tlaxcala_2015,0,0,0,0,156,200,0,0,166,170,0,0,213,217,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,266,266,0,0,289,291,0,0,244,244,0,0,260,266,0,0
TG10,Tlaxcala_2015,0,0,0,0,156,156,0,0,166,170,0,0,213,225,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,258,268,0,0,285,291,0,0,244,244,0,0,264,266,0,0
TG15,Tlaxcala_2015,174,176,0,0,206,206,0,0,166,170,0,0,209,217,0,0,273,279,0,0,189,192,0,0,341,356,0,0,173,173,0,0,268,270,0,0,291,295,0,0,244,244,0,0,260,264,0,0
TG17,Tlaxcala_2015,136,140,0,0,152,160,206,0,166,170,0,0,209,213,217,225,270,273,279,0,192,192,0,0,341,356,0,0,173,175,0,0,262,266,268,0,289,291,0,0,242,244,0,0,260,264,266,0
TG20,Tlaxcala_2015,0,0,0,0,206,206,0,0,168,168,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,262,270,0,0,285,293,0,0,244,244,0,0,260,264,0,0
TT11,Tlaxcala_2015,112,172,174,0,154,156,0,0,170,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,177,0,0,256,270,0,0,293,295,0,0,244,244,0,0,260,264,0,0
TT12,Tlaxcala_2015,0,0,0,0,160,160,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,177,0,0,266,270,0,0,289,291,0,0,244,244,0,0,260,264,0,0
TT13,Tlaxcala_2015,140,206,208,0,160,160,0,0,166,170,0,0,209,209,0,0,279,279,0,0,192,192,0,0,331,341,0,0,173,177,0,0,268,270,0,0,291,299,0,0,244,244,0,0,264,266,0,0
TT14,Tlaxcala_2015,0,0,0,0,160,160,0,0,166,170,0,0,213,223,0,0,279,279,0,0,192,192,0,0,341,356,0,0,175,175,0,0,258,266,0,0,291,291,0,0,244,250,0,0,260,260,0,0
TT15,Tlaxcala_2015,172,174,0,0,154,162,0,0,166,170,0,0,213,213,0,0,270,270,0,0,192,192,0,0,341,341,0,0,173,175,0,0,264,266,0,0,297,297,0,0,244,244,0,0,264,266,0,0
TT16,Tlaxcala_2015,140,140,0,0,156,156,0,0,166,170,0,0,213,213,0,0,270,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,256,266,0,0,289,293,0,0,244,244,0,0,260,264,0,0
TT17,Tlaxcala_2015,112,140,0,0,160,160,0,0,170,170,0,0,209,223,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,270,0,0,289,299,0,0,244,244,0,0,266,266,0,0
TT18,Tlaxcala_2015,112,172,174,0,154,156,0,0,170,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,177,0,0,256,270,0,0,293,295,0,0,244,244,0,0,260,264,0,0
TT19,Tlaxcala_2015,172,174,0,0,210,210,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,0,0,0,0,291,295,0,0,244,244,0,0,260,264,0,0
TT2,Tlaxcala_2015,170,172,0,0,210,210,0,0,166,166,0,0,209,223,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,258,270,0,0,291,295,0,0,244,244,0,0,266,266,0,0
TT20,Tlaxcala_2015,0,0,0,0,154,156,0,0,170,170,0,0,209,209,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,175,0,0,264,268,0,0,291,297,0,0,244,244,0,0,260,264,0,0
TT21,Tlaxcala_2015,112,172,174,0,154,156,0,0,170,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,177,0,0,256,270,0,0,293,295,0,0,244,244,0,0,260,264,0,0
TT23,Tlaxcala_2015,0,0,0,0,130,156,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,177,0,0,268,270,0,0,295,295,0,0,244,250,0,0,260,266,272,0
TT24,Tlaxcala_2015,112,172,174,0,154,156,0,0,166,170,0,0,213,223,0,0,270,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,289,0,0,244,244,0,0,260,260,0,0
TT25,Tlaxcala_2015,140,190,0,0,156,206,0,0,170,170,0,0,209,213,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,177,0,268,268,0,0,295,297,0,0,244,244,0,0,260,272,0,0
TT26,Tlaxcala_2015,172,174,0,0,156,156,0,0,168,168,0,0,209,209,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,175,0,0,266,266,0,0,285,293,0,0,244,244,0,0,260,264,0,0
TT27,Tlaxcala_2015,112,172,174,0,154,156,0,0,170,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,177,0,0,256,270,0,0,293,295,0,0,244,244,0,0,260,264,0,0
TT28,Tlaxcala_2015,0,0,0,0,162,206,0,0,170,170,0,0,209,213,0,0,279,279,0,0,189,189,0,0,341,356,0,0,173,175,0,0,268,270,0,0,293,299,0,0,244,244,0,0,260,260,0,0
TT29,Tlaxcala_2015,172,174,0,0,162,162,0,0,166,170,0,0,213,213,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,173,0,0,268,270,0,0,311,313,0,0,244,244,0,0,260,272,0,0
TT30,Tlaxcala_2015,140,140,0,0,156,206,0,0,170,170,0,0,213,213,0,0,270,270,0,0,189,192,0,0,341,356,0,0,175,177,0,0,268,268,0,0,295,295,0,0,244,244,0,0,260,272,0,0
TT31,Tlaxcala_2015,172,174,0,0,210,210,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,270,0,0,291,295,0,0,244,244,0,0,260,264,0,0
TT32,Tlaxcala_2015,172,174,0,0,162,162,0,0,166,170,0,0,213,213,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,173,0,0,268,270,0,0,311,313,0,0,244,244,0,0,260,272,0,0
TT33,Tlaxcala_2015,0,0,0,0,154,154,0,0,170,170,0,0,209,209,0,0,270,279,0,0,192,192,0,0,341,356,0,0,175,175,0,0,268,268,0,0,293,295,0,0,244,244,0,0,260,260,0,0
TT34,Tlaxcala_2015,0,0,0,0,162,206,0,0,166,170,0,0,209,213,0,0,279,279,0,0,189,189,0,0,341,356,0,0,173,175,0,0,258,266,0,0,285,293,0,0,244,244,0,0,260,266,0,0
TT35,Tlaxcala_2015,112,180,182,0,206,206,0,0,166,170,0,0,209,213,0,0,273,273,0,0,192,192,0,0,341,346,0,0,173,177,0,0,258,266,0,0,291,291,0,0,242,250,0,0,264,266,272,0
TT36,Tlaxcala_2015,112,172,174,0,130,164,210,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,258,264,270,0,291,295,0,0,242,244,0,0,260,264,266,0
TT4,Tlaxcala_2015,172,174,0,0,210,210,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,270,0,0,291,295,0,0,244,244,0,0,260,264,0,0
TT5,Tlaxcala_2015,0,0,0,0,164,206,0,0,166,170,0,0,209,223,0,0,279,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,264,270,0,0,295,295,0,0,242,244,0,0,260,264,0,0
TT6,Tlaxcala_2015,140,140,0,0,156,156,0,0,166,170,0,0,213,213,0,0,270,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,256,266,0,0,289,293,0,0,244,244,0,0,260,264,0,0
TG12,Tlaxcala_2015,174,176,0,0,162,206,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,189,0,0,341,341,0,0,173,175,0,0,266,266,0,0,295,295,0,0,244,244,0,0,260,266,272,0
TG13,Tlaxcala_2015,172,174,0,0,162,164,0,0,170,170,0,0,213,225,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,297,0,0,244,244,0,0,260,260,0,0
TG16,Tlaxcala_2015,172,174,0,0,162,162,0,0,166,166,0,0,213,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,285,289,0,0,244,244,0,0,260,264,0,0
TG4,Tlaxcala_2015,166,174,176,0,156,160,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,291,291,0,0,246,250,0,0,264,266,272,0
TG5,Tlaxcala_2015,0,0,0,0,156,156,0,0,166,170,0,0,213,225,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,266,268,0,0,285,291,0,0,244,244,0,0,264,266,0,0
TG7,Tlaxcala_2015,166,176,0,0,156,160,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,291,291,0,0,246,250,0,0,264,266,272,0
TG9,Tlaxcala_2015,172,174,0,0,162,164,0,0,170,170,0,0,213,225,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,297,0,0,244,244,0,0,260,260,0,0
CHC1-16,Chapingo_2016,148,148,0,0,142,156,0,0,166,166,0,0,209,217,0,0,273,279,0,0,192,192,0,0,331,331,0,0,173,173,0,0,260,268,0,0,285,297,0,0,244,244,0,0,264,266,0,0
CHC13-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC14-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC19-16,Chapingo_2016,210,212,0,0,156,162,0,0,170,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,295,295,0,0,244,244,0,0,264,266,0,0
CHC20-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC22-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC23-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC24-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC25-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC27-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC29-16,Chapingo_2016,144,144,0,0,162,162,0,0,170,170,0,0,209,213,0,0,270,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,262,264,0,0,285,289,0,0,244,244,0,0,260,266,0,0
CHC31-16,Chapingo_2016,144,144,0,0,162,162,0,0,170,170,0,0,209,213,0,0,270,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,262,264,0,0,285,289,0,0,244,244,0,0,260,266,0,0
CHC33-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC34-16,Chapingo_2016,148,148,0,0,138,156,0,0,166,166,0,0,209,217,0,0,273,279,0,0,192,192,0,0,331,331,0,0,173,173,0,0,260,268,0,0,285,297,0,0,244,244,0,0,264,266,0,0
CHC39-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC40-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC4-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC44-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,171,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC45-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC47-16,Chapingo_2016,108,110,0,0,138,138,0,0,166,170,0,0,213,217,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,289,313,0,0,242,244,0,0,260,266,0,0
CHC48-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC51-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
